Created date|PID|Adviser|Title DE|Title EN|Abstract DE|Abstract EN
2016-02-08T16:46:48.326Z|o:7042|Henning Bohl,   |Das ahnt keiner.||„Wie du warst! Wie du bist! Das weiß niemand, das ahnt keiner!“ Bereits die erste Zeile von Richard Strauss' Rosenkavalier antizipiert die im Stück verhandelte Thematik der Zeitlichkeit, fasst die komplexe Beziehung zwischen dem Verstreichen und der Erfahrung von Zeit an sich in Worte. Auch Lukas Janitsch' Blick auf die Wahrnehmung von Zeitlichkeit setzt in der Vermittlung von Vergangenheit an: altmodisches Porzellan mit zarten Streublumen, Kaffeebecher mit Zeichentrickmotiven und Wimmelbilder, die den kindlichen Blick für den Wechsel der Jahreszeiten schulen; die ausgestellten Gegenstände verweisen in das Reich der Erinnerungen.|“How you were! How you are! Nobody knows it, none can guess!” The opening lines of Richard Strauss’ Rosenkavalier already anticipate the theme of temporality the opera takes up, putting into words the complex relationship between the passing and experiencing of time. Lukas Janitsch’s exploration of how time is perceived also begins with how the past is conveyed into the present: old-fashioned porcelain with delicate mille-fleur, coffee mugs with cartoon motifs, and ‘Wimmelbilder’, pictures teeming with detailed figures, which are to train the child’s eye to follow the change of seasons – the exhibited objects refer to the realm of memories.
2016-02-03T14:08:19.035Z|o:7027|Henning Bohl, Univ. Prof.  |Homely||Ich habe mich auf die Suche nach Wiener Orten gemacht - entleerte Plätze und Straßen, die eine eigentümliche Traurigkeit ausstrahlen. Ein Wien zwischen den Zeilen und jenseits der Sightseeing Tours. Nuancen und Abschattungen einer Stadt, die auf den glänzenden Ansichtskarten nicht zu sehen sind. Das ungeschminkte Gesicht von Wien ohne den Anspruch auf Verführung und Glanz. Ich habe eine meiner urbanen Fotos aus Wien zu Linien reduziert und die Zeichnung mehrmals gespiegelt bis es sich ein Muster ergeben hat. Durch Siebdruck habe ich daraus eine Tapete kreiert und so den Aussenraum in den Innenraum gebracht, den Innenraum durch den Aussenraum beeinflusst und verändert. Auf dieser Tapete sehen die glasgerahmten Bilder wie Fenster aus und ihre monochromen Farben beruhigen den Raum. Die Bilder, die mit der Perspektive spielen sind eine Art Porträts. Ich versuche Personen, die ich kenne, und auch mich selber, durch ihre Umgebung zu porträtieren und nicht durch Ihre eigene Präsenz. Die Räume, die wir bewohnen und die Plätze, die wir täglich besuchen, an denen wir arbeiten und selbst der Weg zur Arbeit, prägen einen grossen Teil unserer Kriterien von Schönheit und Ästhetik, beeinflussen unsere Stimmung und sogar unsere Denkweise. Im Traum sieht man oft eine unklare Mischung zwischen den am Tag gesehenen Gestalten; dann verfliessen Innen- und Aussenraum und wir irren uns, schauen auf die bekannten Zeichen, rennen beängstigt, fliegen über die Strassen, warten auf die U-Bahn, suchen den Ausweg oder den Eingang oder den Weg nach Hause. Die Urbanität, die uns so bekannt und langweilig vorkommt, war seit der Kindheit unser Wegweiser und hat uns eine Menge über Dimension, Distanz, Orientierung, Ästhetik und Überleben beigebracht. Wir haben sie gemacht und sie hat uns gemacht.|The artist examines the relationship between interior and exterior. The images play with the perspective in order to create a portrait. Different persons, known to the artist, are portrayed in the pictures by their environment and not through their own presence. The spaces that we inhabit and the places that we visit every day dominate a large part of our criteria of beauty and aesthetics, affect our mood and even our way of thinking. While we are dreaming we often see an unclear mix of the things we saw during the day; then indoor and outdoor spaces become blurred and we are confused, we run frightened, we fly over the streets, we wait for the subway, we look for the way out or the way home. The urbanity, which seems so familiar and boring to us, has guided us since childhood and taught us a lot about dimension, distance and survival. We have made it and it has made us.
2016-01-31T15:54:15.476Z|o:7020|Ruth Schnell,   |Schwarze Löcher, Portale, usw.|||schriftlicher Teil der Diplomarbeit
2016-01-28T19:54:31.268Z|o:6999|Rainer Wölzl, a.o. Univ.Prof. Mag. art.  |Das Gastein-Prinzip|||Eine Gemeinde in Salzburg, die in jüngster Zeit ihre wirtschaftliche Leistung aus dem Tourismus und dem Ausverkauf seiner kulturellen Bauten generiert hatte, sieht sich heute mit dem Leerstand eben jener Gebäude konfrontiert. Bad Gastein, zu Otto von Bismarcks Zeiten „Bad der Diplomaten“, genannt ist zu einer Potemkinschen Stadt verkommen. Während die Fassaden, herausgeputzt für Touristen, vom einstigen fürstlichen Leben zeugen, bleiben die Innenräume ungenutzt. Bauprojekte, die in ihrem Ausmaß und Aufwand zu Österreich-Ungarischen Zeiten ihres Gleichen gesucht haben und Bauten, die Vorzeigeprojekte für die österreichische Moderne darstellen, liegen in Bad Gastein im permanenten Winterschlaf. Mit ihnen ein Archiv, bestehend aus hunderten Hochdruckplatten, auf denen die Vergangenheit des Ortes festgehalten wurde. Ein Booklet begleitet die Rauminstalltion, in der das Archiv und der Leerstand die Protagonisten darstellen.
2016-01-28T09:44:23.337Z|o:6994|Paul Petritsch,   ||1.5㎡ GUANG CHANG WU MONUMENT||Wenn Sie den Suchbegriff "Guang Chang Wu" (chinesisch für "Square Dance") auf Baidu (Chinas Version von Google) verwenden, werden Sie etwa 184 Millionen Stück von Nachrichten, 4.665 Treffern in der Musik, 777 Tanzgruppen und natürlich erhalten zahlreiche Kommentare stützen oder missbilligend. Guang Chang Wu ist eine kollektive öffentliche Tanz, der geschätzt wurde, um 100 Millionen Teilnehmer in China haben. Es hat sich ein gesellschaftliches Phänomen und kulturellen Schwerpunkt in China seit Jahren. Die negativen Auswirkungen der Guang Chang Wu sind oft Themen der Schwerpunkt für die Medien und in der Gesellschaft, "Lärmbelästigung" und "öffentlichen Raum Besatzung" sind bereits Etiketten Guang Chang Wu. Es besteht der Wunsch von vielen für eine weniger chaotische urbanen Lifestyle, weshalb öffentliche Plätze werden bei der Entwicklung zusammengedrückt ist. Nach den Statistiken der chinesischen Regierung, im Jahr 2015 die Pro-Kopf-Platz für Sportarten war 1.5㎡.
2016-01-28T09:12:43.868Z|o:6991|Gabriela Krist, Univ.-Prof.  |Rissverklebung im Fokus||Diese Diplomarbeit beschäftigt sich mit der Verklebung von großen Rissen. Als Beispiel dient ein barockes Stillleben („Pfau mit totem Wildgeflügel“) mit einem klaffenden, T-förmigen Riss in der Mitte der Bildfläche. Das Hauptziel der konservatorischen Maßnahmen ist die beschädigte Stelle im textilen Bildträger zu schließen und nachhaltig zu stabilisieren. Aufgrund der Größe des Schadens und der folglich zu erwartenden hohen Spannungen im Rissbereich müssen einerseits geeignete Klebemittel und Methoden, andererseits eine zusätzliche Verstärkung des geschädigten Bereiches überlegt werden. Recherchen zum aktuellen Forschungsstand, inklusive Klebemittel, sollen zusammengefasst dargestellt werden, um dann eine Testreihe zu erstellen. Dazu werden Zugprüfungen mit ausgewählten Materialien durchgeführt.|This diploma project deals with the mending of large tears. A baroque still-life (“peacock and wild fowl”) with a gaping, T-shaped tear in the middle of the painting serves as an example. The main goal of the conservation treatment is to close and stabilize the damaged area in the textile support. Because of its size and the high tension, which is therefore to be expected in the area of the tear, suitable glues and methods, as well as an additional reinforcement of the area must be considered. Investigations into the current state of research, including glues, will be presented and a test series will be compiled. For this purpose tensile tests will be carried out with selected materials.
2016-01-27T10:11:06.232Z|o:6985|Gabriela Krist, o. Univ.-Prof. Mag. Dr.  |Der Sarkophaggarten in Ephesos||Im Zentrum der Arbeit steht der fragmentierte Corpus des Amazonenschlachtensarkophags aus der Hafennekropole Ephesos‘, datiert um 190 n. Chr. Dieses, in den 1930er Jahren geborgene Objekt, steht derzeit gemeinsam mit 20 anderen Steinsärgen im Sarkophaggarten, im archäologischen Park Ephesos in der Türkei. Der Sarkophag wurde aus pentelischem Marmor gefertigt und zeigt eine Amazonomachieszene in Form eines Reliefs auf allen Seiten des Sargkastens. Weiterer Schwerpunkt ist die konservatorische Bestands- und Zustandsaufnahme aller Objekte im Sarkophaggarten und die Auswertung im Rahmen einer Bestands- und Zustandsanalyse. Aufgrund der sehr schlechten Erhaltung des Amazonensarkophags wird dieser zur modellhaften Restaurierung herangezogen. Die komplexe Fragestellung der Gefügeschädigung, verursacht durch Bewitterung und mikrobiellen Bewuchs, wird durch materialwissenschaftliche Untersuchungen geklärt. Diese Arbeit bietet eine wissenschaftliche Grundlage für zukünftige Restaurierungen ähnlicher Objekte in Ephesos.|The focus of this thesis is the chest of the so-called “Amazon Battle” sarcophagus dated around 190 BC, from the harbor necropolis in Ephesus. It was excavated in the 1930s and is currently presented, together with 20 other stone coffins in the Sarcophagi Garden on Ephesus’ archaeological site in Turkey. The object is carved out of pentelic marble with an amazonomachy frieze on all four sides. The thesis’ second main emphasis is the technological condition survey of all objects in the Sarcophagi Garden, and concludes with a technological and condition analysis. The “Amazon Battle” sarcophagus’ poor condition requires conservation which will be undertaken by the Institute of Conservation and Restoration, and which will include scientific analysis of the deterioration caused by weathering and biological colonization. As a result of the practical treatment, this thesis generates a scientific foundation for future conservation on similar projects in Ephesus.
2016-01-26T21:45:12.505Z|o:6977|Judith Eisler,   |Rest-Ort Routine||Rest-Ort Routine Nach einem Axiom nichtlinearer Dynamik lässt sich die Störung als Verhältnis im Verhältnis, als komplexes System, nur in Echtzeit verfolgen - einen Abkürzungsweg dafür gibt es wahrscheinlich nicht. Um ein bisschen über den eigenen Horizont zu schauen, wurde bei dieser Untersuchung auch die Wirtschaft etwas näher betrachtet. Dabei hat sich herausgestellt, dass Störungen in maschinellen Prozessen große Innovationen darstellen können. Es gibt Organisationen, die sogar mit Absicht Störungen in den Produktionsablauf einbauen und sich davon eine neue Idee versprechen. Ein sogenanntes Innovationsmanagement hat die Aufgabe, sich mit Entwicklungsstrategien auseinanderzusetzen, dabei geht es um die Positionierung von Störungen im System, damit der Ablauf mutiert und somit Neues entstehen kann. Was würde denn passieren, wenn es der Menschheit aus Gemütlichkeit heraus gelingen würde, Störungen, soweit es der Menschheit möglich ist, zu kontrollieren und zu unterbinden. Außer natürlich in der Wirtschaft, dort würde man sie nicht unterbinden wollen, da man dort die positive Kraft bereits registriert hat und in das System eingeschlossen hat. Jedoch wird das Ergebnis wiederum profitabel genutzt, um die Menschen in ihrem natürlichen Drang zur Störung schnell auf künstliche Weise zu befriedigen. Von der Industrie kann sozusagen eine Alibi-Störung erzeugt werden, sodass im ersten Augenblick der Mensch die sich selbst produzierende natürliche Störung als austauschbar und sogar unnötig empfindet. Dies ist aber der gesamte Trugschluß, denn es gibt keine künstlich erzeugte Störung, die die wahrhaftige Störung ersetzen könnte.|Rest- Resort Routine According to the axiom of a nonlinear dynamic, it’s only possible to follow a disruption as a relation to a relation, as a complex system in its real-time. It’s probably so that there is no short cut for this. To look a little beyond their horizon, the industry was considered more closely in this investigation. Thereby it turned out that disruptions in mechanical processes could represent important innovation. There are organisations that integrate intentional disruptions into the production process to draw out new ideas. So called innovation management handle positioning disruption into the system so that the sequence mutates and the new can develop. What would happen if we push humanity’s coziness as far as it is possible for us to go? To control and prevent disruption apart from the economy: because in this field there would be no explicit demand since the positive effect and power of disruption is already registered and included in the system. But the result has already been capitalised and used to satisfy natural human impulses and needs in an artificial way. The industry is able to produce a sort of alibi-disruption so that way, in the first moment, the human feels that both the self existing and the self producing natural disruption is interchangeable or unnecessary. But that is the total fallacy as there is no artificially produced disruption that can replace true disorder.
2016-01-26T20:51:14.339Z|o:6975|Ricarda Denzer, Sen.Lect.  |PENTAGONY||Mobiles variiert unendlich, körperhaft, ausgegangen von bestimmt minimierten Planargeometrien. Punkte im Raum, Punkte in Gedanken, werden abstrahiert verbunden. Diskretisiert, im mathematischen Sinne, wurde die frei geschwungene Linie nur mehr zur Geraden. Die Soundskulptur PENTAGONY ist das Ergebnis einer vielschichtig assoziativen Arbeit. Ideenfelder werden zerschnitten und auf kürzestem Weg zueinander arrangiert. Man könnte auch sagen, bis zur schieren Unkenntlichkeit grob aufgelöst. Was bleibt, ist eine Sphäre, die zwischen den diskreten Punkten flüstert, schreit und geht.|The mobile varies infinitely, corporeal, emanating from certain minimized planar geometries. Points in space, points in thoughts, are connected in abstract ways. Discretized, in a mathematic sense, the free flowing line becomes straight. The sound sculpture PENTAGONY is the result of a multilayered associative work. Conceptual fields are dissected and arranged to another in the shortest possible way. One could also say coarsely dispersed to the point of sheer unrecognizability. What remains is a sphere between the discrete points, which whispers, screams, and then leaves.
2016-01-26T16:50:20.092Z|o:6973|Gabriela Krist, ProfeUniv.-Prof. Mag. Dr. ssor  |Kacheln und Kachelöfen des MAK - Österreichisches Museum für angewandte Kunst/Gegenwartskunst||In den Depots des Museums für angewandte Kunst im ehemaligen Gefechtsturm Ahrenbergpark lagert eine der weltweit größten musealen Sammlungen an Kachelöfen und Hafnerkeramik. Im Rahmen der vorliegenden Diplomarbeit werden die Geschichte und historische Aufstellung der Sammlung am Museum beleuchtet. Außerdem werden 170 Kacheln einer konservatorischen Bestandsaufnahme unterzogen, gereinigt und konserviert. Anschließend wird ein Konzept für eine zeitgemäße Lagerung und Präsentation der Kachelsammlung im neuen Schaudepot erstellt. Dabei werden Maßnahmen zur Optimierung der Raumsituation und der Klimabedingungen erarbeitet sowie Empfehlungen für geeignete Vitrinen- und Lagerungsmaterialien gegeben. Die exemplarische Umsetzung des Konzeptes soll als Richtungsweiser für den Umgang mit vergleichbaren Sammlungen dienen.|Housed in a former turret of world war II, the depots of the MAK hold the largest museum bound collection of oven tiles and tile-stoves worldwide. In this thesis the collection’s history and historical presentation at the museum are examined 170 tiles are surveyed, cleaned and conservation measures are taken as necessary. A concept for a contemporary storage solution for the entire collection as well as the presentation in form of a new display depot is elaborated. Measures to optimise the storage space and the climatic conditions are implemented and materials for storage and display of the ceramic tiles are recommended. The implemented concept gives suggestions for future orientations with comparable collections.
2016-01-26T10:34:38.817Z|o:6969|Paulus Dreibholz, Sen.art  Matthias Spaetgens, Univ.-Prof.  |goodprint||Diese Arbeit ist der schriftliche Teil der künstlerischen Abschlussarbeit von Katrin Bichler und Christina Hosiner. Goodprint ist ein Konzept für eine App die den NutzerInnen helfen soll ihren ökologischen Fußabdruck zu reduzieren. In der Arbeit wird erklärt, was der ökologische Fußabdruck ist, es wird die Methode der Gamifizierung besprochen und der Aufbau und Inhalt der App erklärt.|This Paper is the written part of the artistic graduation project of Katrin Bichler and Christina Hosiner. Goodprint is a concept for an app that helps the users to reduce their ecological Footprint. This Paper explains: the ecological footprint, the method of gamification and the app's structure and content.
2016-01-26T10:21:27.419Z|o:6968|Judith Eisler, Prof.  |Charaktersuppe||Umgeben von einer unzählbaren, endlos strömenden Masse von Menschen, verwandelt sich das Individuum in etwas Abstraktes, nicht mehr Greifbares, Konturenloses. Vielleicht gefällt es mir deshalb, wie mit einem großen Schöpflöffel in diese Suppe der Anonymität einzutauchen und mir ein paar Gesichter, Gesten oder Momente herauszufischen. Das erlaubt es mir, mich eingehender mit den einzelnen Personen zu beschäftigen und sie mit Mitgefühl und Humor zu betrachten. Ich beobachte den Zeitverlauf, die Suppe oder Atmosphäre, in der wir uns bewegen und konzentriere mich auf Gegenwart, wie sie zwischen Momenten fühlbar wird. "Ui, da schwimmst du wie ein Grießnockerl an mir vorbei… |Charactersoup Surrounded by a never-ending, countless flow of people, the individual turns into something abstract, intangible, and shapeless. Maybe that is why I like to dunk into this soup of anonymity and to ladle out a few faces, gestures, and moments. This process enables me to isolate and study the individual more closely with empathy and humor. I observe the speed of passing time, the broth or atmosphere in which we move, and focus on presence as it appears between moments.  "Hey! You just swam by me like a semolina dumpling...
2016-01-26T09:14:04.935Z|o:6964|Ernst Strouhal, ao. Univ.-Prof. Dr.phil.  |Cyclomanie im Spiel||Diese Diplomarbeit handelt von den Bedeutungskonstrukten um das Fahrradfahren als kulturelle und soziale Aktivität anhand von europäischen und amerikanischen Gesellschaftsspielen in ihrer klassischen Form, dem Brettspiel. Seit der Vorstellung des ersten, alltagstauglichen Zweirades - der Michauline, oder auch dem Tretkurbelrad - auf der Weltausstellung 1867 in Paris - fanden viele soziale Umbrüche in der Gesellschaft statt. Mit der Einführung eines neuen Verkehrsmittels werden Fragen aufgeworfen wie: Wer steigt auf das Fahrrad? Wer wird ausgeschlossen? Wo wird gefahren? Wie wird gefahren? Die Beantwortung dieser Fragen ab 1885 und die Veränderung der Antworten über die Jahre werden entlang von Spielen mit dem Thema auf den kommenden Seiten untersucht. Die Analyse geht auf das Fahrrad als ökonomischer Faktor, als Subjekt von Klassenzugehörigkeit, als Projektion für Ideale, als zweckfreies Spielgerät, als leistungsgenerierendes Sportgerät, sowie als Emanzipationsvehikel ein. Die aufgrund der Untersuchung der Spiele entstandenen Aussagen werden an die Kulturgeschichte des Fahrrades rückgekoppelt, um feststellen zu können, inwiefern die Spiele die damaligen gesellschaftlichen Umbrüche aufgreifen.|This master thesis focuses on the significance of cycling as a cultural and social activity based on European and American board games. The first two-wheeled vehicle that was suitable for daily use - the ‘Michauline’ - was presented at the 1867 International Exhibition in Paris. Since then, many social changes took place. The introduction of the new vehicle raised questions like “Who rides a bicycle?”, “Who is excluded from cycling?”, “Where do you ride a bicycle?”, “How do you ride a bicycle?”. This thesis examines 29 different cycling board games in order to answer these questions throughout the period from 1885 until 1910. The analysis addresses the bicycle as an economic factor, as an object of class affiliation, as a projection space for ideals, as a purposeless toy, as a performance-orientated sports equipment and as a tool for emancipation. The findings of this paper derive from the joint analysis of the board games and the cultural history of the bicycle. They show to what extend early cycling board games reflect radical social, cultural and economic changes that occurred due to the introduction of this new two-wheeled machine in society.
2016-01-25T21:46:43.212Z|o:6962|Virgil Widrich, Univ.  ||Matters of the Tongue|A look at the theoretical background leading up to the creation of a trans-disciplinary and multi- sensory performance. Research into possibilities of creating a food object-experience. The performance combines a variety of textures, tastes, and their relation. The artist boarders on the verge of taste and surreal experience in a traditional setting.|A look at the theoretical background leading up to the creation of a trans-disciplinary and multi- sensory performance. Research into possibilities of creating a food object-experience. The performance combines a variety of textures, tastes, and their relation. The artist boarders on the verge of taste and surreal experience in a traditional setting.
2016-01-25T16:35:38.043Z|o:6959|Gabriele Rothemann, Mag.  |Am Film ankommen / Den Film berühren||Christian Kurz Am Film ankommen / Den Film berühren Die künstlerische Arbeit von Christian Kurz an 4 Kilometern Filmmaterial, die 40 Jahre Familiengeschichte aufzeichnen, ist von einer dialektischen Herangehens-weise geprägt und wird als Installation präsentiert.  Die Arbeit Am Film ankommen / Den Film berühren besteht aus drei Teilen: - 49 Fotografien von Spulen und Beschreibungen: Das Konvolut Siglinde Kurz, - einer Videoprojektion Licht in der Linse und - drei analogen Super 8-Projektionen Wiederholung als Prinzip. In den von seiner Großmutter aufgenommenen Filmen entdeckt Christian Kurz Dinge, die in diesen nicht sichtbar sind. Zum einen bilden 49 analoge Fotografien die Super 8-Filme in ihrer Materialität ab, zum anderen zeigt eine Videoprojektion einen neuen Film aus Teilen des digitalisierten Lauffilms. Er inszeniert eine Geschichte der nicht-narrativen, ästhetischen Erzählung der Filme.  Mittels analoger Filmloops erzeugt er inhaltliche Synthesen, die die Topoi und Gesten des Materials klar und über das Persönliche hinausgehend widerspiegeln.  Die fotografischen und filmischen Bilder erschaffen eine Form von visueller Haptik. Sie werden dadurch ohne taktile Mittel berührbar.|Christian Kurz's artistic diploma project is marked by an analytic approach, and it is presented as an installation. The material upon which it is based comprises four kilometers of film, recording 40 years of family history. The photographic and filmic images give rise to a form of tangible presence, of visual haptic feel. Touching film is a narration without any defined goal. Each of its sections contains exchangeable elements of a possible narrative. Visual material that is unknown and yet cast in a familiar collective language creates a link to personal memories in the beholder, who coalesces it into a new individual narrative. Touching film consists of three parts: 1. The Siglinde Kurz Collection: 49 photographs When a film is projected, the actual strip of film remains invisible as a material. Photographs of 49 film cassettes and film reels with their archival descriptions return this material to visibility. Hanging these images together in a block makes the collection visible as a whole. All of the films and all further information are retrievable in one glance. Hence the photographs, which are mounted and framed, function as a reference to the archive. 2. Light in the Lens: a video projection with sound A video, cut from the raw material of the digitized original films, consists entirely of technically defective parts of the films. In the usual presentation of amateur films these sections are blank spaces, undesired shots that are either cut out or ignored. Since they appear randomly and continuously in the original material, they represent all of the film sequences. 3. Repetition as a Principle: three analog Super 8 projections From a plethora of gestures and actions, three topoi have been selected and reenacted in the studio. These three films serve as indexes referencing the entire collection. In the installation they are presented by means of three Super 8 projectors. The distinctive hum produced by the projectors heightens the viewer's attention to the material itself. Repetition as a Principle brings together that which remains hidden in the artistic diploma project's other two elements: the film material itself. All three of the project's sections touch on differing aspects of the “blank space” – the invisible and unshowable – and they interact dialectically. They create a triangular relationship between material, film content and representation. The diploma project's written component details the history of the artwork's evolution while addressing the following theoretical issues: - Historical performance: processes of photographic reproduction are cultural actions, which are able to condense the present in images while at the same time setting it in relationship with the past. - “Amateurism”: a discussion of the specific qualities of “amateur filmmaking” and the reception of amateur film. - Paratext: The significance of paratextual elements and their use is investigated and discussed as a method in the context of artistic work. - Sources of inspiration in the work of other artists: Gustav Deutsch, Hanne Darboven, Eric Rondepierre and Josef Jaques.
